,Date,Departure Time,Revenue ($),Passengers (First Class),Passengers (Business Class),Passengers (Economy Class),Origin,Destination,Pod,Distance (km),Flight Number,Aircraft Type,Departure Gate,Arrival Gate,Airline
1773,2023-06-24,05:55,1808.0,1.0,12.0,161.0,LHR,LHR,A,2922.0,798.0,Boeing 777,C,A,Qantas
1775,2023-06-24,14:07,1955.0,5.0,29.0,183.75,DXB,LAX,B,4254.0,576.0,Boeing 777,A,A,British Airways
1778,2023-07-02,23:25,2356.0,4.0,26.0,177.0,LHR,SIN,A,4096.0,475.0,Airbus A380,D,B,American Airlines
1782,2023-06-21,08:41,2433.0,7.0,13.0,141.0,JFK,BOG,A,4556.0,404.0,Boeing 737,C,C,British Airways
1783,2023-07-01,08:54,2312.0,7.0,14.0,136.0,JFK,HND,A,1839.0,534.0,Boeing 777,C,A,British Airways
1785,2023-06-21,23:18,2720.0,5.0,22.0,165.9,AMS,SIN,B,1917.0,836.0,Airbus A380,C,B,American Airlines
1786,2023-06-09,17:35,3022.0,6.0,14.0,54.6,AMS,LHR,B,2013.0,353.0,Airbus A380,B,A,Emirates
1792,2023-06-21,00:24,1833.0,1.0,29.0,65.0,ORD,SIN,A,4594.0,460.0,Boeing 777,D,C,American Airlines
1794,2023-06-12,01:39,4186.0,1.0,22.0,160.0,JFK,HND,A,1535.0,126.0,Boeing 737,D,A,American Airlines
1797,2023-06-30,04:00,1427.0,6.0,28.0,120.0,ORD,SIN,A,2650.0,817.0,Boeing 737,B,B,British Airways
1799,2023-07-02,13:21,2075.0,5.0,28.0,184.0,LHR,SIN,A,1748.0,217.0,Boeing 777,A,C,Qantas
1801,2023-06-29,06:36,3787.0,7.0,19.0,196.35,DXB,SIN,B,2794.0,571.0,Airbus A320,C,B,Emirates
1802,2023-06-29,04:08,2646.0,3.0,24.0,126.0,ORD,BOG,A,1822.0,355.0,Airbus A320,B,C,Emirates
1804,2023-06-14,11:21,4299.0,10.0,12.0,58.0,JFK,SIN,A,3654.0,174.0,Airbus A380,B,A,British Airways
1811,2023-06-27,06:41,1051.0,10.0,11.0,78.0,ORD,CDG,A,2418.0,302.0,Boeing 777,B,D,British Airways
1814,2023-06-21,17:48,1442.0,5.0,28.0,64.05,SYD,LHR,B,4400.0,616.0,Airbus A380,C,A,American Airlines
1817,2023-07-05,13:11,3374.0,4.0,15.0,84.0,DXB,SIN,B,3885.0,847.0,Boeing 777,A,A,British Airways
1820,2023-06-25,19:31,1590.0,5.0,26.0,193.2,DXB,HND,B,2841.0,580.0,Airbus A320,A,D,Emirates
1821,2023-06-28,10:11,4702.0,6.0,14.0,176.0,ORD,SIN,A,4755.0,475.0,Boeing 737,D,A,Qantas
1824,2023-07-02,04:16,2323.0,9.0,16.0,71.4,SYD,SIN,B,4505.0,596.0,Boeing 737,A,C,Qantas
1828,2023-06-26,10:42,4753.0,4.0,26.0,185.85,AMS,LHR,B,3224.0,741.0,Boeing 737,C,C,Emirates
1829,2023-06-17,12:04,2031.0,5.0,14.0,124.0,LHR,CDG,A,4475.0,437.0,Boeing 737,C,B,American Airlines
1831,2023-06-19,15:14,3489.0,8.0,22.0,183.0,ORD,LAX,A,4552.0,670.0,Boeing 737,B,C,British Airways
1832,2023-06-26,02:01,3065.0,8.0,26.0,104.0,ORD,SIN,A,4560.0,416.0,Airbus A320,B,C,British Airways
1833,2023-06-22,12:50,1589.0,8.0,22.0,182.7,AMS,LHR,B,3763.0,578.0,Boeing 777,A,C,British Airways
1837,2023-06-09,05:45,2157.0,2.0,22.0,174.3,AMS,BOG,B,4345.0,256.0,Boeing 777,B,A,British Airways
1839,2023-06-28,01:35,3317.0,7.0,13.0,198.45,DXB,HND,B,3899.0,580.0,Airbus A320,B,A,British Airways
1845,2023-06-30,08:08,2905.0,1.0,21.0,151.0,LHR,SIN,A,1253.0,527.0,Airbus A320,D,B,British Airways
1851,2023-07-05,20:07,1701.0,5.0,30.0,160.65,AMS,LAX,B,4319.0,758.0,Boeing 777,B,C,American Airlines
1854,2023-06-26,08:52,4492.0,4.0,24.0,71.4,AMS,HND,B,2452.0,823.0,Boeing 777,D,D,Qantas
1858,2023-06-29,09:04,2994.0,6.0,30.0,173.0,ORD,CDG,A,3915.0,742.0,Boeing 737,A,D,British Airways
1859,2023-06-18,21:11,3112.0,1.0,11.0,115.5,DXB,LHR,B,2294.0,740.0,Airbus A380,C,B,Emirates
1861,2023-06-21,08:01,1564.0,1.0,19.0,58.8,AMS,CDG,B,3911.0,244.0,Boeing 737,C,B,Qantas
1862,2023-06-29,10:48,3852.0,6.0,29.0,190.0,LHR,LAX,A,1377.0,238.0,Airbus A320,D,C,British Airways
1863,2023-06-30,09:47,3737.0,8.0,28.0,124.95,DXB,LHR,B,4183.0,478.0,Boeing 777,A,D,Qantas
1864,2023-06-22,00:00,4681.0,1.0,21.0,138.6,DXB,CDG,B,2427.0,397.0,Airbus A320,A,B,British Airways
1865,2023-06-13,00:53,3009.0,1.0,14.0,87.15,AMS,SIN,B,3239.0,186.0,Airbus A320,D,B,American Airlines
1866,2023-06-10,08:03,1411.0,2.0,13.0,170.1,SYD,SIN,B,4944.0,761.0,Airbus A320,D,A,Emirates
1867,2023-06-08,17:24,2669.0,5.0,16.0,128.1,SYD,HND,B,3201.0,647.0,Airbus A320,D,B,Emirates
1869,2023-06-18,12:00,4451.0,2.0,28.0,178.5,DXB,CDG,B,4740.0,376.0,Airbus A380,C,A,Emirates
1876,2023-07-04,06:00,1124.0,7.0,11.0,166.0,LHR,LHR,A,1570.0,678.0,Airbus A320,C,C,Qantas
1878,2023-07-01,06:21,3126.0,10.0,20.0,132.0,JFK,BOG,A,4557.0,994.0,Airbus A380,A,A,Qantas
1880,2023-06-10,16:59,3658.0,5.0,29.0,200.55,AMS,LHR,B,2238.0,992.0,Airbus A320,A,C,Qantas
1882,2023-07-02,02:06,1139.0,10.0,10.0,105.0,SYD,LHR,B,3769.0,438.0,Boeing 777,B,B,Emirates
1887,2023-06-08,11:42,4640.0,8.0,21.0,87.0,JFK,LHR,A,4857.0,569.0,Airbus A320,A,A,American Airlines
1891,2023-06-27,15:20,4880.0,2.0,24.0,146.0,JFK,CDG,A,4872.0,167.0,Airbus A380,A,A,British Airways
1892,2023-06-12,22:09,3088.0,4.0,15.0,81.9,AMS,BOG,B,1537.0,788.0,Boeing 737,B,B,British Airways
1893,2023-06-28,20:50,4173.0,8.0,28.0,59.85,AMS,HND,B,4447.0,656.0,Boeing 777,A,B,Qantas
1895,2023-07-02,18:48,3939.0,3.0,21.0,121.0,ORD,LHR,A,2518.0,470.0,Boeing 737,B,C,American Airlines
1898,2023-07-01,09:12,1042.0,8.0,26.0,172.0,LHR,HND,A,4358.0,353.0,Airbus A320,B,B,British Airways
1900,2023-06-09,09:23,3868.0,10.0,22.0,168.0,SYD,HND,B,2316.0,520.0,Airbus A380,B,C,British Airways
1902,2023-07-05,21:17,1520.0,10.0,20.0,111.3,SYD,LAX,B,3448.0,788.0,Boeing 737,D,A,Qantas
1903,2023-06-12,03:08,3532.0,9.0,12.0,195.3,AMS,LHR,B,4863.0,704.0,Boeing 777,C,A,British Airways
1904,2023-06-08,16:26,2328.0,6.0,29.0,132.3,SYD,BOG,B,4481.0,989.0,Boeing 777,C,D,Qantas
1907,2023-06-28,13:03,3126.0,7.0,12.0,199.5,DXB,LHR,B,1717.0,402.0,Airbus A320,A,A,British Airways
1909,2023-06-24,20:47,3156.0,10.0,27.0,165.0,JFK,HND,A,2182.0,983.0,Airbus A380,D,D,Emirates
1910,2023-06-19,08:06,1378.0,5.0,22.0,169.0,LHR,BOG,A,2102.0,704.0,Boeing 737,B,C,Qantas
1911,2023-06-19,11:35,3930.0,1.0,11.0,85.0,ORD,CDG,A,2334.0,702.0,Airbus A320,A,D,British Airways
1913,2023-06-23,18:15,2885.0,2.0,20.0,130.0,LHR,LAX,A,1080.0,619.0,Airbus A380,C,C,British Airways
1917,2023-06-13,17:24,1407.0,6.0,24.0,128.0,ORD,HND,A,1647.0,536.0,Boeing 777,D,C,American Airlines
1922,2023-06-28,09:03,4844.0,7.0,10.0,156.45000000000002,SYD,LAX,B,2631.0,679.0,Airbus A380,C,C,American Airlines
1923,2023-06-06,04:23,3365.0,7.0,14.0,151.20000000000002,SYD,SIN,B,2223.0,922.0,Boeing 777,C,C,British Airways
1924,2023-06-07,22:21,1586.0,3.0,25.0,97.0,LHR,SIN,A,2204.0,826.0,Airbus A320,B,B,Qantas
1926,2023-06-06,19:45,3197.0,2.0,15.0,123.9,AMS,BOG,B,2355.0,599.0,Airbus A380,C,D,British Airways
1927,2023-06-19,03:38,1442.0,2.0,28.0,174.0,JFK,HND,A,4529.0,377.0,Airbus A320,A,D,American Airlines
1928,2023-06-20,12:54,2020.0,7.0,22.0,210.0,AMS,SIN,B,2910.0,948.0,Boeing 737,A,D,American Airlines
1935,2023-06-30,03:54,1554.0,10.0,24.0,152.25,SYD,BOG,B,1293.0,757.0,Airbus A320,A,D,British Airways
1936,2023-06-20,06:09,2424.0,5.0,26.0,190.0,JFK,BOG,A,4489.0,570.0,Boeing 777,B,D,British Airways
1938,2023-06-21,14:53,1027.0,2.0,13.0,65.0,LHR,CDG,A,1709.0,464.0,Boeing 777,D,C,Emirates
1940,2023-06-07,10:13,4731.0,5.0,12.0,55.650000000000006,DXB,HND,B,1951.0,673.0,Boeing 777,A,B,British Airways
1943,2023-06-26,21:38,2836.0,9.0,29.0,172.0,LHR,CDG,A,4773.0,974.0,Airbus A320,A,A,Emirates
1945,2023-06-15,11:34,3919.0,8.0,10.0,177.45000000000002,SYD,LHR,B,1015.0,897.0,Airbus A320,D,C,Qantas
1949,2023-06-22,11:12,2116.0,7.0,28.0,183.0,ORD,LHR,A,1863.0,299.0,Airbus A320,A,C,British Airways
1950,2023-06-28,13:16,1641.0,2.0,30.0,191.0,LHR,HND,A,4690.0,345.0,Airbus A380,D,C,Qantas
1952,2023-06-12,19:12,2072.0,7.0,29.0,179.0,JFK,CDG,A,3596.0,798.0,Airbus A380,A,A,Qantas
1955,2023-06-23,06:58,4592.0,6.0,18.0,88.2,SYD,SIN,B,2770.0,609.0,Boeing 777,B,C,British Airways
1956,2023-06-17,07:53,1813.0,8.0,25.0,87.15,SYD,BOG,B,3430.0,550.0,Airbus A320,A,B,Emirates
1959,2023-06-11,03:12,4073.0,6.0,24.0,154.35,AMS,CDG,B,3155.0,278.0,Boeing 777,A,B,Qantas
1960,2023-06-15,18:54,3464.0,2.0,17.0,182.7,SYD,LHR,B,2172.0,235.0,Boeing 777,B,B,British Airways
1965,2023-06-27,07:11,2691.0,3.0,14.0,66.15,SYD,HND,B,3316.0,536.0,Boeing 777,B,A,Qantas
1966,2023-06-24,20:45,4111.0,8.0,29.0,90.0,ORD,LHR,A,1976.0,260.0,Airbus A320,B,B,Qantas
1970,2023-07-02,03:04,4732.0,1.0,18.0,138.6,DXB,SIN,B,1274.0,460.0,Airbus A320,B,D,American Airlines
1972,2023-06-21,04:52,2799.0,8.0,21.0,98.0,LHR,CDG,A,4652.0,795.0,Boeing 737,D,D,American Airlines
1975,2023-06-07,10:29,2959.0,10.0,20.0,52.5,SYD,HND,B,4398.0,982.0,Airbus A320,B,D,American Airlines
1977,2023-06-22,18:18,2166.0,8.0,22.0,117.6,AMS,LAX,B,4070.0,151.0,Airbus A380,A,B,British Airways
1980,2023-07-03,04:07,4349.0,6.0,15.0,193.2,AMS,CDG,B,1398.0,187.0,Boeing 737,A,A,British Airways
1981,2023-06-18,16:53,1663.0,9.0,12.0,184.8,AMS,BOG,B,3028.0,498.0,Boeing 737,A,C,Qantas
1986,2023-06-29,09:13,4962.0,1.0,28.0,64.0,JFK,LAX,A,4936.0,840.0,Boeing 737,B,D,British Airways
1989,2023-06-19,15:26,2279.0,9.0,29.0,192.15,SYD,CDG,B,4684.0,454.0,Boeing 777,C,D,Qantas
1994,2023-06-13,05:56,4571.0,10.0,25.0,201.6,DXB,BOG,B,1599.0,961.0,Boeing 737,B,B,British Airways
1997,2023-06-18,14:53,4668.0,4.0,11.0,121.8,DXB,HND,B,2713.0,592.0,Airbus A380,B,B,Qantas
2000,2023-06-27,12:06,2190.0,1.0,11.0,167.0,ORD,HND,A,1608.0,730.0,Airbus A320,A,B,Emirates
2003,2023-07-04,09:57,2429.0,5.0,14.0,54.0,LHR,HND,A,2570.0,743.0,Boeing 777,B,D,Emirates
2005,2023-06-14,13:25,4949.0,10.0,15.0,120.0,ORD,HND,A,1954.0,771.0,Airbus A380,D,B,American Airlines
2009,2023-07-02,22:22,1771.0,9.0,24.0,162.75,AMS,BOG,B,1038.0,256.0,Airbus A380,D,C,Emirates
2012,2023-06-08,21:26,3213.0,3.0,24.0,89.25,DXB,CDG,B,3966.0,869.0,Airbus A320,B,D,British Airways
2013,2023-07-05,00:11,4505.0,9.0,22.0,159.0,LHR,BOG,A,2062.0,272.0,Airbus A320,D,C,British Airways
2014,2023-07-05,10:08,2959.0,7.0,19.0,164.0,JFK,HND,A,3250.0,566.0,Boeing 737,C,C,British Airways
2015,2023-06-06,06:15,2066.0,3.0,12.0,79.0,JFK,HND,A,3457.0,271.0,Airbus A380,A,D,Emirates
2016,2023-06-21,04:30,4706.0,6.0,14.0,166.95000000000002,SYD,LHR,B,4785.0,604.0,Boeing 737,C,D,British Airways
2019,2023-06-11,10:05,4703.0,8.0,20.0,168.0,DXB,CDG,B,3996.0,418.0,Airbus A320,D,D,Qantas
2020,2023-06-28,19:33,2126.0,5.0,11.0,210.0,DXB,BOG,B,3597.0,255.0,Airbus A320,B,D,British Airways
2021,2023-06-12,15:05,4399.0,8.0,14.0,127.0,ORD,BOG,A,4665.0,807.0,Airbus A320,D,A,American Airlines
2022,2023-06-18,16:58,1328.0,4.0,10.0,153.3,SYD,SIN,B,4201.0,341.0,Boeing 737,B,B,Emirates
2023,2023-06-29,05:59,4551.0,9.0,18.0,54.0,JFK,BOG,A,3846.0,929.0,Airbus A320,C,A,British Airways
2024,2023-06-28,03:53,4089.0,9.0,18.0,148.05,AMS,CDG,B,3636.0,896.0,Airbus A380,D,A,Qantas
2028,2023-06-09,00:19,1228.0,4.0,13.0,173.25,SYD,SIN,B,1241.0,726.0,Airbus A320,D,C,British Airways
2030,2023-06-11,10:02,2334.0,10.0,30.0,82.0,JFK,CDG,A,2082.0,829.0,Boeing 777,D,C,Qantas
2032,2023-06-15,15:34,4122.0,3.0,30.0,65.10000000000001,SYD,LAX,B,1808.0,166.0,Boeing 777,C,B,British Airways
2033,2023-06-21,01:48,4294.0,10.0,10.0,150.0,JFK,SIN,A,4497.0,828.0,Boeing 737,B,B,Emirates
2035,2023-06-15,01:13,1438.0,10.0,12.0,189.0,SYD,BOG,B,3386.0,121.0,Boeing 777,D,D,Qantas
2036,2023-06-14,22:45,3115.0,3.0,23.0,67.2,AMS,LAX,B,2213.0,885.0,Airbus A380,D,C,Emirates
2038,2023-07-01,08:39,2031.0,5.0,27.0,161.70000000000002,AMS,BOG,B,3064.0,277.0,Boeing 777,B,A,Qantas
2039,2023-06-18,00:38,1765.0,10.0,12.0,185.0,JFK,HND,A,3632.0,741.0,Boeing 777,D,A,American Airlines
2041,2023-06-19,20:14,2497.0,10.0,14.0,171.0,ORD,LAX,A,4773.0,162.0,Boeing 777,B,D,British Airways
2042,2023-07-03,03:43,4172.0,6.0,16.0,179.0,ORD,LAX,A,4335.0,326.0,Airbus A320,A,A,American Airlines
2044,2023-06-07,15:33,3797.0,1.0,15.0,63.0,DXB,LAX,B,1184.0,815.0,Airbus A380,A,A,British Airways
2050,2023-06-24,23:40,3619.0,10.0,29.0,187.0,LHR,LHR,A,1988.0,637.0,Airbus A380,A,C,Emirates
2052,2023-06-24,20:59,2165.0,10.0,25.0,128.1,SYD,CDG,B,3293.0,652.0,Airbus A380,C,B,Emirates
2054,2023-06-21,02:22,2329.0,4.0,27.0,56.7,AMS,HND,B,4194.0,391.0,Boeing 777,C,D,Emirates
2056,2023-06-14,13:47,1984.0,1.0,30.0,143.0,LHR,LHR,A,4614.0,618.0,Boeing 737,A,D,American Airlines
2057,2023-06-24,18:14,4226.0,1.0,17.0,176.4,DXB,HND,B,1198.0,297.0,Boeing 777,B,D,British Airways
2058,2023-06-26,14:29,2925.0,1.0,14.0,114.45,SYD,BOG,B,2436.0,258.0,Airbus A380,B,A,American Airlines
2060,2023-06-08,05:43,3465.0,2.0,15.0,108.0,JFK,CDG,A,3175.0,200.0,Boeing 777,B,D,Qantas
2064,2023-06-23,01:25,3137.0,1.0,15.0,115.5,DXB,BOG,B,4136.0,613.0,Airbus A320,D,C,British Airways
2065,2023-06-16,15:10,4953.0,1.0,17.0,177.45000000000002,SYD,CDG,B,2701.0,568.0,Boeing 737,A,D,Emirates
2066,2023-06-22,14:04,4483.0,7.0,24.0,196.0,JFK,BOG,A,3532.0,617.0,Airbus A320,D,D,Qantas
2067,2023-07-04,11:49,4706.0,3.0,25.0,63.0,ORD,LAX,A,3735.0,736.0,Airbus A320,C,B,Qantas
2068,2023-06-13,08:04,4369.0,1.0,29.0,176.0,LHR,SIN,A,4508.0,230.0,Airbus A320,A,A,Qantas
2070,2023-06-07,02:47,2405.0,9.0,23.0,91.0,JFK,LHR,A,3298.0,970.0,Airbus A380,B,D,British Airways
2071,2023-06-22,06:08,4231.0,3.0,16.0,167.0,LHR,LHR,A,3268.0,645.0,Airbus A320,D,C,British Airways
2073,2023-06-26,19:05,3690.0,4.0,29.0,52.0,LHR,BOG,A,4725.0,278.0,Boeing 777,B,B,British Airways
2074,2023-06-27,06:02,3674.0,6.0,19.0,155.0,JFK,CDG,A,3896.0,124.0,Boeing 777,A,A,American Airlines
2076,2023-06-24,03:41,2458.0,9.0,21.0,99.0,LHR,SIN,A,1171.0,834.0,Airbus A320,D,A,Qantas
2079,2023-06-29,17:03,3238.0,8.0,14.0,185.85,AMS,LHR,B,3187.0,489.0,Boeing 737,D,C,British Airways
2081,2023-06-13,02:06,3613.0,10.0,28.0,87.0,LHR,CDG,A,1629.0,929.0,Airbus A380,B,B,American Airlines
2084,2023-06-22,01:43,1122.0,7.0,11.0,119.0,ORD,SIN,A,3036.0,693.0,Boeing 777,A,C,American Airlines
2086,2023-07-03,22:35,3501.0,3.0,23.0,75.0,LHR,LHR,A,1002.0,764.0,Boeing 777,B,C,Qantas
2088,2023-06-14,10:41,4700.0,4.0,28.0,195.3,AMS,HND,B,4994.0,871.0,Boeing 777,C,A,British Airways
2089,2023-06-13,07:48,3813.0,8.0,29.0,181.0,LHR,CDG,A,1240.0,491.0,Boeing 777,C,C,Qantas
2094,2023-07-05,13:56,4963.0,5.0,20.0,89.25,SYD,CDG,B,4361.0,804.0,Airbus A320,A,D,Emirates
2099,2023-06-23,19:50,2360.0,10.0,30.0,204.75,SYD,LHR,B,2168.0,326.0,Boeing 737,C,A,American Airlines
2100,2023-06-22,23:40,3953.0,1.0,10.0,73.5,AMS,CDG,B,1891.0,646.0,Airbus A320,B,D,British Airways
2107,2023-06-23,07:40,2762.0,4.0,30.0,150.0,JFK,BOG,A,4594.0,241.0,Boeing 737,B,B,American Airlines
2108,2023-06-28,23:08,4779.0,7.0,16.0,139.0,LHR,HND,A,1967.0,946.0,Boeing 737,C,B,American Airlines
2109,2023-07-01,16:26,1007.0,1.0,18.0,145.0,LHR,LHR,A,3148.0,908.0,Boeing 777,D,D,Qantas
2111,2023-07-03,09:47,4779.0,6.0,10.0,185.85,AMS,SIN,B,3874.0,504.0,Airbus A320,A,B,Qantas
2112,2023-06-25,15:34,2265.0,3.0,11.0,80.0,LHR,LHR,A,4547.0,342.0,Boeing 777,C,C,American Airlines
2113,2023-06-30,16:05,2230.0,7.0,30.0,99.75,DXB,SIN,B,1532.0,384.0,Boeing 777,C,D,Qantas
2115,2023-06-23,21:16,3368.0,10.0,13.0,132.3,DXB,LAX,B,3839.0,749.0,Airbus A320,B,B,Qantas
2117,2023-06-21,11:58,3107.0,3.0,28.0,59.85,SYD,SIN,B,1446.0,223.0,Airbus A380,D,C,British Airways
2118,2023-06-30,16:34,4862.0,8.0,11.0,194.0,JFK,LAX,A,3593.0,348.0,Airbus A380,C,A,Qantas
2119,2023-07-02,03:18,2977.0,2.0,30.0,104.0,ORD,BOG,A,2519.0,178.0,Boeing 737,B,C,Emirates
2124,2023-06-18,23:23,2372.0,9.0,21.0,184.0,JFK,LAX,A,2308.0,524.0,Boeing 777,A,A,British Airways
2125,2023-06-12,14:35,4271.0,10.0,18.0,69.0,JFK,CDG,A,2796.0,780.0,Boeing 777,B,D,Emirates
2126,2023-06-23,07:47,2022.0,10.0,25.0,189.0,ORD,SIN,A,4968.0,514.0,Boeing 737,A,A,Qantas
2130,2023-06-21,13:32,3265.0,10.0,16.0,59.85,AMS,BOG,B,2129.0,991.0,Boeing 737,D,C,British Airways
2132,2023-06-16,18:22,3494.0,7.0,28.0,191.1,AMS,SIN,B,2782.0,135.0,Boeing 777,D,A,Qantas
2134,2023-06-09,21:21,4271.0,6.0,20.0,105.0,ORD,LHR,A,4886.0,592.0,Airbus A320,C,B,Qantas
2136,2023-06-25,01:38,3506.0,7.0,14.0,140.0,LHR,LHR,A,2163.0,364.0,Airbus A320,A,A,Emirates
2137,2023-06-29,10:32,4767.0,8.0,26.0,131.0,ORD,CDG,A,1278.0,722.0,Boeing 737,A,B,British Airways
2138,2023-06-15,05:37,4616.0,1.0,12.0,106.0,LHR,SIN,A,1656.0,921.0,Boeing 777,C,B,British Airways
2141,2023-06-10,01:25,4935.0,4.0,26.0,183.75,AMS,BOG,B,1428.0,248.0,Airbus A380,A,A,British Airways
2142,2023-06-10,23:55,4773.0,7.0,13.0,161.0,LHR,LAX,A,2399.0,405.0,Boeing 737,C,B,Emirates
2145,2023-06-24,07:19,1563.0,6.0,12.0,185.0,ORD,CDG,A,1997.0,509.0,Airbus A320,B,C,American Airlines
2152,2023-06-06,19:15,1203.0,10.0,28.0,123.9,DXB,HND,B,2056.0,850.0,Boeing 737,B,A,American Airlines
2157,2023-06-21,02:10,3030.0,1.0,19.0,143.85,AMS,HND,B,2939.0,256.0,Boeing 777,A,D,Qantas
2158,2023-06-24,14:08,3879.0,5.0,27.0,145.95000000000002,AMS,CDG,B,2437.0,669.0,Boeing 777,A,B,Qantas
2159,2023-06-08,16:16,1488.0,8.0,14.0,164.0,JFK,CDG,A,3320.0,325.0,Boeing 777,A,C,British Airways
2160,2023-07-02,10:29,1897.0,9.0,27.0,62.0,LHR,HND,A,1336.0,948.0,Boeing 777,B,C,British Airways
2163,2023-06-23,13:32,1347.0,2.0,29.0,186.0,LHR,BOG,A,1939.0,851.0,Boeing 737,D,C,British Airways
2166,2023-06-29,14:30,4745.0,9.0,18.0,127.05,DXB,CDG,B,1456.0,280.0,Airbus A320,A,C,Qantas
2167,2023-06-14,23:03,2906.0,10.0,15.0,71.4,DXB,SIN,B,3693.0,218.0,Boeing 737,B,C,Emirates
2173,2023-06-18,06:35,2003.0,2.0,19.0,91.0,JFK,LAX,A,2201.0,746.0,Airbus A380,D,C,British Airways
2174,2023-06-20,20:41,4699.0,5.0,11.0,71.4,DXB,LAX,B,4887.0,741.0,Airbus A380,D,D,Emirates
2177,2023-06-13,10:10,3186.0,6.0,13.0,171.0,LHR,LAX,A,3020.0,888.0,Airbus A320,A,A,Emirates
2178,2023-06-08,22:17,3806.0,2.0,26.0,200.0,LHR,SIN,A,3161.0,355.0,Boeing 777,B,B,American Airlines
2180,2023-06-13,21:01,2155.0,8.0,23.0,183.0,ORD,CDG,A,3432.0,325.0,Boeing 777,A,A,Emirates
2183,2023-06-10,00:45,2031.0,5.0,21.0,75.60000000000001,SYD,LHR,B,4610.0,664.0,Boeing 777,D,A,Qantas
2185,2023-07-03,22:09,1835.0,2.0,10.0,171.15,AMS,LAX,B,2136.0,860.0,Airbus A380,C,C,British Airways
2187,2023-06-13,07:53,4453.0,8.0,20.0,206.85,DXB,BOG,B,4458.0,687.0,Airbus A380,D,B,Emirates
2196,2023-06-18,14:36,4793.0,4.0,15.0,58.8,AMS,BOG,B,3652.0,953.0,Boeing 777,A,A,Emirates
2199,2023-06-13,15:18,3276.0,4.0,26.0,105.0,SYD,LAX,B,3326.0,222.0,Boeing 777,D,A,British Airways
2201,2023-06-19,00:28,2099.0,4.0,26.0,181.65,SYD,LAX,B,2436.0,613.0,Boeing 777,B,A,Emirates
2204,2023-06-10,15:14,2880.0,8.0,18.0,99.75,SYD,HND,B,3128.0,580.0,Boeing 737,C,A,American Airlines
2210,2023-06-28,03:26,4821.0,5.0,23.0,161.70000000000002,SYD,LAX,B,1993.0,255.0,Boeing 777,B,C,American Airlines
2221,2023-07-03,01:01,1192.0,3.0,25.0,196.0,ORD,LHR,A,2890.0,343.0,Airbus A320,A,C,American Airlines
2222,2023-06-12,04:07,3572.0,4.0,25.0,98.0,ORD,BOG,A,1659.0,692.0,Airbus A320,D,A,Emirates
2225,2023-06-14,14:04,1615.0,4.0,23.0,190.05,AMS,SIN,B,1591.0,403.0,Boeing 777,C,D,Emirates
2229,2023-06-21,17:05,4379.0,6.0,20.0,201.6,DXB,CDG,B,4260.0,273.0,Boeing 737,A,A,Emirates
2230,2023-06-20,00:29,3268.0,6.0,19.0,197.4,DXB,CDG,B,3206.0,381.0,Airbus A380,D,C,Emirates
2231,2023-06-26,16:00,4947.0,8.0,26.0,100.0,LHR,LHR,A,1608.0,883.0,Boeing 737,C,A,American Airlines
2232,2023-06-29,12:56,3937.0,10.0,29.0,173.0,JFK,HND,A,1518.0,756.0,Airbus A380,D,B,American Airlines
2233,2023-06-16,13:52,2433.0,4.0,25.0,194.25,DXB,BOG,B,2884.0,724.0,Boeing 737,B,C,American Airlines
2235,2023-06-07,14:20,1525.0,3.0,16.0,186.9,AMS,BOG,B,3880.0,765.0,Airbus A320,C,B,Qantas
2236,2023-06-14,07:42,1250.0,5.0,21.0,157.5,DXB,BOG,B,1916.0,977.0,Airbus A380,D,C,British Airways
2238,2023-06-25,10:56,3545.0,6.0,26.0,112.0,LHR,LAX,A,2364.0,199.0,Boeing 777,B,C,American Airlines
2241,2023-06-06,09:29,4765.0,7.0,12.0,186.0,LHR,LAX,A,4644.0,134.0,Boeing 777,A,B,British Airways
2244,2023-07-03,18:41,3934.0,3.0,13.0,156.0,ORD,LHR,A,1917.0,938.0,Boeing 777,D,C,Emirates
2246,2023-06-17,19:32,4547.0,6.0,30.0,134.0,LHR,HND,A,4999.0,437.0,Boeing 737,C,A,Qantas
2248,2023-06-25,19:07,1353.0,9.0,24.0,64.05,DXB,LAX,B,3999.0,560.0,Airbus A320,C,C,Qantas
2250,2023-06-29,03:33,2569.0,4.0,14.0,100.0,JFK,LAX,A,4085.0,358.0,Boeing 777,A,C,American Airlines
2257,2023-06-21,07:51,1655.0,10.0,25.0,196.0,ORD,HND,A,1381.0,916.0,Airbus A320,D,D,British Airways
2258,2023-06-09,07:59,2805.0,10.0,20.0,143.85,DXB,BOG,B,1234.0,256.0,Boeing 777,B,D,Qantas
2261,2023-07-04,14:14,2789.0,7.0,16.0,92.0,LHR,CDG,A,3019.0,644.0,Airbus A380,D,A,American Airlines
2266,2023-06-12,19:30,4832.0,5.0,29.0,190.05,AMS,LAX,B,3722.0,633.0,Airbus A380,C,B,American Airlines
2267,2023-06-24,01:54,2439.0,2.0,14.0,147.0,JFK,SIN,A,1705.0,469.0,Boeing 777,C,C,Qantas
2269,2023-06-30,07:34,4130.0,8.0,12.0,200.0,ORD,BOG,A,2328.0,262.0,Airbus A320,D,C,Qantas
2272,2023-06-28,00:04,2187.0,6.0,24.0,149.1,SYD,SIN,B,2254.0,611.0,Boeing 777,B,C,Emirates
